1.1000e+01 3.2990e-08 7.0217e-08 2.2888e-06 1.7249e-07 6.7898e-07
1.3000e+01 2.3542e-08 5.0143e-08 1.6382e-06 1.2324e-07 4.8601e-07
2.2000e+01 8.1672e-09 1.7450e-08 5.7062e-07 4.3104e-08 1.6936e-07
5.0000e+00 1.6769e-07 3.5509e-07 1.1080e-05 8.6880e-07 3.2857e-06
3.0000e+01 4.4127e-09 9.4377e-09 3.0585e-07 2.3417e-08 9.0859e-08
4.0000e+01 2.5092e-09 5.3805e-09 1.7114e-07 1.3450e-08 5.0948e-08
3.0000e+00 5.0094e-07 1.0551e-06 3.0765e-05 2.5695e-06 9.1206e-06
8.0000e+00 6.3169e-08 1.3442e-07 4.3287e-06 3.2982e-07 1.2840e-06
3.3000e+01 3.6534e-09 7.8254e-09 2.5239e-07 1.9465e-08 7.5018e-08
1.0000e+01 4.0048e-08 8.5283e-08 2.7699e-06 2.0941e-07 8.2166e-07
2.0000e+01 9.8862e-09 2.1095e-08 6.9092e-07 5.2023e-08 2.0504e-07
1.9000e+01 1.0950e-08 2.3382e-08 7.6579e-07 5.7671e-08 2.2724e-07
6.0000e+00 1.1444e-07 2.4287e-07 7.6951e-06 5.9532e-07 2.2822e-06
2.7000e+01 5.4310e-09 1.1612e-08 3.7810e-07 2.8769e-08 1.1228e-07
2.9000e+01 4.7138e-09 1.0084e-08 3.2746e-07 2.5012e-08 9.7263e-08
4.3000e+01 2.1790e-09 4.6782e-09 1.4784e-07 1.1729e-08 4.4048e-08
7.0000e+00 8.3353e-08 1.7695e-07 5.6539e-06 4.3354e-07 1.6770e-06
3.7000e+01 2.9230e-09 6.2601e-09 2.0035e-07 1.5607e-08 5.9601e-08
3.8000e+01 2.7731e-09 5.9425e-09 1.8984e-07 1.4836e-08 5.6487e-08
4.0000e+00 2.6893e-07 5.6817e-07 1.7309e-05 1.3881e-06 5.1324e-06
4.2000e+01 2.2816e-09 4.8951e-09 1.5505e-07 1.2260e-08 4.6184e-08
5.3000e+01 1.4586e-09 3.1439e-09 9.6789e-08 7.9537e-09 2.8919e-08
1.5000e+01 1.7616e-08 3.7585e-08 1.2299e-06 9.2520e-08 3.6492e-07
5.7000e+01 1.2724e-09 2.7465e-09 8.3525e-08 6.9749e-09 2.4981e-08
1.6000e+01 1.5471e-08 3.2993e-08 1.0808e-06 8.1219e-08 3.2067e-07
2.0000e+00 1.2255e-06 2.5811e-06 6.9204e-05 6.2545e-06 2.0512e-05
3.2000e+01 3.8838e-09 8.3100e-09 2.6855e-07 2.0651e-08 7.9806e-08
3.4000e+01 3.4506e-09 7.3852e-09 2.3764e-07 1.8374e-08 7.0648e-08
2.4000e+01 6.8692e-09 1.4676e-08 4.7913e-07 3.6287e-08 1.4223e-07
4.9000e+01 1.6956e-09 3.6476e-09 1.1347e-07 9.1898e-09 3.3866e-08
3.6000e+01 3.0791e-09 6.5967e-09 2.1175e-07 1.6445e-08 6.2976e-08
5.1000e+01 1.5705e-09 3.3809e-09 1.0464e-07 8.5341e-09 3.1247e-08
5.2000e+01 1.5128e-09 3.2584e-09 1.0060e-07 8.2353e-09 3.0049e-08
4.6000e+01 1.9127e-09 4.1114e-09 1.2897e-07 1.0336e-08 3.8458e-08
4.4000e+01 2.0858e-09 4.4777e-09 1.4112e-07 1.1229e-08 4.2057e-08
1.4000e+01 2.0243e-08 4.3165e-08 1.4122e-06 1.0617e-07 4.1899e-07
1.7000e+01 1.3693e-08 2.9226e-08 9.5711e-07 7.2002e-08 2.8399e-07
9.0000e+00 4.9733e-08 1.0571e-07 3.4200e-06 2.5929e-07 1.0145e-06
2.5000e+01 6.3347e-09 1.3534e-08 4.4139e-07 3.3478e-08 1.3104e-07
2.3000e+01 7.4677e-09 1.5955e-08 5.2189e-07 3.9423e-08 1.5491e-07
2.6000e+01 5.8553e-09 1.2516e-08 4.0792e-07 3.0980e-08 1.2112e-07
3.5000e+01 3.2545e-09 6.9730e-09 2.2414e-07 1.7367e-08 6.6648e-08
3.1000e+01 4.1323e-09 8.8441e-09 2.8630e-07 2.1962e-08 8.5065e-08
4.1000e+01 2.3919e-09 5.1297e-09 1.6280e-07 1.2834e-08 4.8479e-08
1.8000e+01 1.2210e-08 2.6046e-08 8.5349e-07 6.4179e-08 2.5325e-07
5.5000e+01 1.3607e-09 2.9346e-09 8.9791e-08 7.4368e-09 2.6843e-08
1.2000e+01 2.7662e-08 5.8948e-08 1.9229e-06 1.4489e-07 5.7046e-07
5.6000e+01 1.3158e-09 2.8382e-09 8.6573e-08 7.1998e-09 2.5887e-08
2.1000e+01 8.9628e-09 1.9141e-08 6.2648e-07 4.7253e-08 1.8592e-07
5.4000e+01 1.4080e-09 3.0362e-09 9.3196e-08 7.6883e-09 2.7852e-08
3.9000e+01 2.6344e-09 5.6497e-09 1.8013e-07 1.4117e-08 5.3611e-08
4.7000e+01 1.8360e-09 3.9470e-09 1.2347e-07 9.9281e-09 3.6829e-08
2.8000e+01 5.0582e-09 1.0816e-08 3.5142e-07 2.6803e-08 1.0437e-07
4.5000e+01 1.9974e-09 4.2886e-09 1.3484e-07 1.0766e-08 4.0197e-08
4.8000e+01 1.7637e-09 3.7924e-09 1.1832e-07 9.5473e-09 3.5301e-08
5.0000e+01 1.6318e-09 3.5107e-09 1.0892e-07 8.8532e-09 3.2517e-08
5.9000e+01 1.1922e-09 2.5768e-09 7.7893e-08 6.5580e-09 2.3307e-08
5.8000e+01 1.2312e-09 2.6596e-09 8.0634e-08 6.7616e-09 2.4122e-08
6.4000e+01 1.0242e-09 2.2205e-09 6.6081e-08 5.6816e-09 1.9790e-08
6.3000e+01 1.0546e-09 2.2848e-09 6.8213e-08 5.8391e-09 2.0426e-08
6.2000e+01 1.0864e-09 2.3521e-09 7.0459e-08 6.0058e-09 2.1094e-08
6.6000e+01 9.6829e-10 2.1010e-09 6.2099e-08 5.3859e-09 1.8602e-08
